Classe,Número do RIP,Id. Utilização,Data de cadastramento,UF,Município,Endereço,Bairro,Conceituação,Tipo Imóvel,Regime de Utilização,Proprietário Oficial,Data do Início da Utilização,Área do Terreno Total,Área da União,lat,lng,format_address
IMOVEL FUNCIONAL,139002335001,139001005008.0,21-12-2001,AC,RIO BRANCO,R SANTA INES 145 CONJ ELETRA CEP: 69900878,AVIARIO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         529,20","         529,20",-9.957952899999999,-67.8105461,"R. Santa Ines, 145, Rio Branco - AC, 69907-668, Brazil"
IMOVEL FUNCIONAL,139002355002,139004835001.0,21-12-2001,AC,RIO BRANCO,R SANTA INES 154 CONJ ELETRA CEP: 69900878,AVIARIO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         483,53","         483,53",-9.957952899999999,-67.8105461,"R. Santa Ines, 154, Rio Branco - AC, 69907-668, Brazil"
IMOVEL FUNCIONAL,139002465002,139000875009.0,21-12-2001,AC,RIO BRANCO,R SANTA INES 8519 CONJ ELETRA CEP: 69900878,AVIARIO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         461,00","         461,00",-9.9581236,-67.8104929,"R. Santa Ines, Rio Branco - AC, 69907-668, Brazil"
IMOVEL FUNCIONAL,139004005009,139004015004.0,22-08-2012,AC,RIO BRANCO,R DOM BOSCO 1 186  CEP: 69900643,BOSQUE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"       1.227,00","       1.227,00",-9.964119,-67.8142531,"R. Dom Bôsco, 1 - Bosque, Rio Branco - AC, 69909-390, Brazil"
IMOVEL FUNCIONAL,202000105006,202000115001.0,28-11-2017,MA,NOVA OLINDA DO MARANHAO,R DOS CAJUEIROS 75  CEP: 65274000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         323,70","         323,70",-2.7728151,-45.79002089999999,"Nova Olinda do Maranhão - State of Maranhão, 65274-000, Brazil"
IMOVEL FUNCIONAL,240000055001,240000065007.0,14-12-2017,MA,SAO PEDRO DA AGUA BRANCA,R RIO BRANCO 01  CEP: 65920000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.9740249,-67.8098191,"Rio Branco, State of Acre, Brazil"
IMOVEL FUNCIONAL,240000075002,240000085008.0,14-12-2017,MA,SAO PEDRO DA AGUA BRANCA,R RIO BRANCO 02  CEP: 65920000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-5.0831206,-48.4310589,"R. Pres. Geisel, 691, São Pedro da Água Branca - MA, 65920-000, Brazil"
IMOVEL FUNCIONAL,240000095003,240000105009.0,14-12-2017,MA,SAO PEDRO DA AGUA BRANCA,R RIO BRANCO 03  CEP: 65920000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-5.0831206,-48.4310589,"R. Pres. Geisel, 691, São Pedro da Água Branca - MA, 65920-000, Brazil"
IMOVEL FUNCIONAL,255007455003,255004755006.0,21-12-2001,AM,MANAUS,R SALVADOR 391 ATUALMENTE DESOCULPADO CEP: 69057040,ADRIANOPOLIS,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         902,00","         902,00",-3.1074966,-60.0124423,"R. Salvador, 391 - Adrianópolis, Manaus - AM, 69057-040, Brazil"
IMOVEL FUNCIONAL,2927000295000,2927000305006.0,04-04-2017,RJ,COMENDADOR LEVY GASPARIAN,R BERNARDINO FRANCO 43  CEP: 25870000,MONT SERRAT,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         167,00","         167,00",-22.0174242,-43.3118409,"R. Bernadino Franco - Afonso Arinos, Comendador Levy Gasparian - RJ, 25870-000, Brazil"
IMOVEL FUNCIONAL,3821000045004,3821000055000.0,11-09-2010,BA,REMANSO,AV PIAUI LOTE 1032 01 CASA CEP: 47200000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.6186101,-42.0900946,"Av. Piauí, 1032 - 01 CASA - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000065005,3821000075000.0,11-09-2010,BA,REMANSO,"AV DEPUTADO THEODULO DE ALBUQUERQUE,  LOTE 2155 LOTE QUADRA II CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.6230087,-42.08479759999999,"Av. Theódulo de Albuquerque - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000085006,3821000095001.0,11-09-2010,BA,REMANSO,"AV DEPUTADO THEODULO DE ALBUQUERQUE, LOTE 3042 LOTE QUADRA III CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.6230087,-42.08479759999999,"Av. Theódulo de Albuquerque - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000105007,3821000115002.0,11-09-2010,BA,REMANSO,"R LAURO DE FREITAS, LOTE 3095 3095 QUADRA III CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.6229061,-42.0833313,"R. Lauro de Freitas - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000125008,3821000135003.0,11-09-2010,BA,REMANSO,"AV DEPUTADO THEODULO DE ALBUQUERQUE, LOTE 4003 4003 QUADRA IV CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         450,00","         450,00",-9.6230087,-42.08479759999999,"Av. Theódulo de Albuquerque - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000145009,3821000155004.0,11-09-2010,BA,REMANSO,"R VEREADOR JULIÃO SOARS, LOTE 5096 QD. V CASA CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         450,00","         450,00",-9.6257013,-42.086128,"Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000165000,3821000175005.0,11-09-2010,BA,REMANSO,"R CORONEL MEDRADO CASTELO BRANCO, LOTE 5008 QD.V CASA CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.6202902,-42.0812894,"R. Medrado Castelo Branco - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000185000,3821000195006.0,11-09-2010,BA,REMANSO,"AV PRESIDENTE JOÃO FIGUEIREDO, LOTE 7032 7032 QUADRA VII CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.6210065,-42.0801377,"Av. Antônio Dias de Castro - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000205001,3821000215007.0,11-09-2010,BA,REMANSO,"AV ANFILÓLIO CASTELO BRANCO, LOTE 8060 8060 QUADRA VIII CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         360,00","         360,00",-9.6257013,-42.086128,"Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,3821000225002,3821000235008.0,11-09-2010,BA,REMANSO,"AV PIAUÍ, LOTE 1001 QD  I CASA CEP: 47200000",CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         300,00","         300,00",-9.617750299999999,-42.0908998,"Av. Piauí, 1001 - QD  I CASA - Remanso, BA, 47200-000, Brazil"
IMOVEL FUNCIONAL,8851000995001,8851001005005.0,20-03-2018,RS,SANTIAGO,R EUDÓCIO POZO S/N  CEP: 97700971,CENTRO,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.425,94","       1.425,94",-29.1906725,-54.87189410000001,"R. Jorn. Eudécio Pozo - Centro, Santiago - RS, 97700-000, Brazil"
IMOVEL FUNCIONAL,891000085000,891000095006.0,12-12-2017,MA,ROSARIO,R NOSSA SENHORA DO ROSÁRIO 656  CEP: 65100000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         250,00","         250,00",-2.94096,-44.24923130000001,"Rosário, MA, 65150-000, Brazil"
IMOVEL FUNCIONAL,891000105001,891000115007.0,12-12-2017,MA,ROSARIO,TV HERÁCLITO NINA 3324  CEP: 65100000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         459,14","         459,14",-2.9363806,-44.2459423,"Tv. Heráclito Nina, 3324, Rosário - MA, 65150-000, Brazil"
IMOVEL FUNCIONAL,891000125002,891000135008.0,12-12-2017,MA,ROSARIO,TV HERÁCLITO NINA 3318  CEP: 65100000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         459,14","         459,14",-2.9371006,-44.2461839,"R. Heráclito Nina, 3318, Rosário - MA, 65150-000, Brazil"
IMOVEL FUNCIONAL,9241000295000,,17-12-2002,TO,ARAGUAINA,R BENJAMIN CONSTANT S/N QUADRA 14-A CEP: 77816150,JK,NACIONAL INTERIOR,CASA,-,União (Adm. Pub. Fed. direta),,"       6.944,35","       6.944,35",-7.1963003,-48.2373634,"R. Benjamin Constant, Araguaína - TO, 77816-150, Brazil"
IMOVEL FUNCIONAL,961001025006,961001035001.0,06-11-2017,MA,ACAILANDIA,R JOÃO DE DEUS 104  CEP: 65930000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         165,33","         165,33",-4.9523661,-47.4930728,"R. João de Deus, 104, Açailândia - MA, 65930-000, Brazil"
IMOVEL FUNCIONAL,961001045007,961001055002.0,06-11-2017,MA,ACAILANDIA,R 24 DE AGOSTO 26  CEP: 65930000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         165,33","         165,33",-4.9484233,-47.4907836,"R. Vinte e Quatro de Agosto, 26, Açailândia - MA, 65930-000, Brazil"
IMOVEL FUNCIONAL,9621000115002,9621000055000.0,21-12-2001,TO,TOCANTINOPOLIS,R RUA PEDRO LUDOVICO 71  CEP: 77900000,,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         108,00","         108,00",-6.330997399999999,-47.4163568,"R. Pedro Ludovíco, 71, Tocantinópolis - TO, 77900-000, Brazil"
IMOVEL FUNCIONAL,963003805005,963003815000.0,12-12-2017,MA,ESTREITO,R VIRGÍLIO FRANCO 1614  CEP: 65975000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         295,87","         295,87",-6.560041099999999,-47.445061,"R. Virgílio Franco, 1614, Estreito - MA, 65975-000, Brazil"
IMOVEL FUNCIONAL,963003825006,963003835001.0,12-12-2017,MA,ESTREITO,R VIRGÍLIO FRANCO 1616  CEP: 65975000,CENTRO,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         295,87","         295,87",-6.5608114,-47.4489522,"R. Virgílio Franco, 1616, Estreito - MA, 65975-000, Brazil"
IMOVEL FUNCIONAL,9701162175002,9701007175002.0,21-12-2001,DF,BRASILIA,Q SQS 209 APARTAMENTO - PROJEÇÃO  9 - BLOCO G CEP: 70722000,ASA SUL,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),09-10-2001,"         990,25","         990,25",-15.7819221,-47.88160269999999,"Asa Norte Superquadra Norte 102 BL G - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701162835002,9701006025007.0,21-12-2001,DF,BRASILIA,"LT CRUZEIRO VELHO S/N Q-10-BLOCO H LOTES 2, 8, 14, 20, 26, 32, 38, 44, 50 E 56. CEP: 70645080",SRES,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.200,00","       1.200,00",,,
IMOVEL FUNCIONAL,9701163005003,9701006175009.0,21-12-2001,DF,BRASILIA,Q SRES 6 BL P- LT 02 CEP: 70648165,CRUZEIRO VELHO,NACIONAL INTERIOR,CASA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         120,00","         120,00",-15.7875236,-47.9334839,"Cruzeiro / Sudoeste / Octogonal, Brasília - DF, 70648-165, Brazil"
IMOVEL FUNCIONAL,9701163335003,9701050775008.0,21-12-2001,DF,BRASILIA,Q SRES QUADRA 1 BLOCO A 21  CEP: 70640010,CRUZEIRO VELHO,NACIONAL INTERIOR,CASA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         120,00","         120,00",-15.788673,-47.939861,"Q. Sres Quadra 1 Bloco A, 21 - Cruzeiro Velho, Brasília - DF, 70640-010, Brazil"
IMOVEL FUNCIONAL,9701163755002,9701049605005.0,21-12-2001,DF,BRASILIA,Q SHIGS 712 BLOCO O 24  CEP: 70361765,ASA SUL,NACIONAL INTERIOR,CASA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         150,90","         150,90",-15.8198554,-47.9174148,"SHIGS St. de Habitações Individuais Geminadas Sul 712 BL O - Brasília, DF, 70361-750, Brazil"
IMOVEL FUNCIONAL,9701164555007,9701030905003.0,21-12-2001,DF,BRASILIA,Q QNJ 52 14  CEP: 72140520,TAGUATINGA NORTE TAG,NACIONAL INTERIOR,CASA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         250,00","         250,00",-15.813206,-48.0872538,"St. QNJ QNJ 52 - Taguatinga, Brasília - DF, 72140-520, Brazil"
IMOVEL FUNCIONAL,9701165895006,9701004255005.0,21-12-2001,DF,BRASILIA,CJ SHIGS 710 BLOCO N 05  CEP: 70360764,ASA SUL,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         181,50","         181,50",-15.8152972,-47.9121809,"5 - SHIGS St. de Habitações Individuais Geminadas Sul 710 - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701166705006,9701050875002.0,21-12-2001,DF,BRASILIA,Q SHIS QI 9 CONJUNTO 9 09 APARTAMENTO CEP: 71625090,SETOR DE HABITACOES,NACIONAL INTERIOR,CASA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         776,00","         776,00",-15.8382326,-47.877847,"Shis Qi 9 Conjunto 9, 9 - Brasília, DF, 71625-090, Brazil"
IMOVEL FUNCIONAL,9701170475001,9701044725002.0,21-12-2001,DF,BRASILIA,Q SQS 203 BLOCO H 505 APARTAMENTO CEP: 70233080,ASA SUL,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,68","         982,68",-15.8072605,-47.889077,"Asa Sul Superquadra Sul 203 - Brasília, DF, 70233-000, Brazil"
IMOVEL FUNCIONAL,9701170855009,9701029425001.0,21-12-2001,DF,BRASILIA,ST SHIS QI 7 CONJUNTO 13 07 SETOR HABITACIONAL INDIVIDUAL SUL CEP: 71615330,SETOR DE HABITACOES,NACIONAL INTERIOR,CASA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         776,00","         776,00",-15.8438223,-47.883927,"Shis Qi 7 Conjunto 13, 7 - Brasília, DF, 71615-330, Brazil"
IMOVEL FUNCIONAL,9701181485003,9701041645008.0,21-12-2001,DF,BRASILIA,Q SQN 106 BLOCO E 302 APARTAMENTO CEP: 70742050,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,67","         982,67",-15.7703468,-47.8845371,"SQN 106 Bl. D - Asa Norte Superquadra Norte 106 - Brasília, DF, 70742-050, Brazil"
IMOVEL FUNCIONAL,9701183105003,9701041195002.0,21-12-2001,DF,BRASILIA,Q SQN 106 BLOCO E 401 APARTAMENTO CEP: 70742050,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,68","         982,68",-15.7703468,-47.8845371,"SQN 106 Bl. D - Asa Norte Superquadra Norte 106 - Brasília, DF, 70742-050, Brazil"
IMOVEL FUNCIONAL,9701183255005,9701037155000.0,21-12-2001,DF,BRASILIA,Q SQN 106 BLOCO E 304 APARTAMENTO CEP: 70742050,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,67","         982,67",-15.7703468,-47.8845371,"SQN 106 Bl. D - Asa Norte Superquadra Norte 106 - Brasília, DF, 70742-050, Brazil"
IMOVEL FUNCIONAL,9701183325003,9701037285000.0,21-12-2001,DF,BRASILIA,Q SQN 106 BLOCO E 202 APARTAMENTO CEP: 70742050,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,67","         982,67",-15.7703468,-47.8845371,"SQN 106 Bl. D - Asa Norte Superquadra Norte 106 - Brasília, DF, 70742-050, Brazil"
IMOVEL FUNCIONAL,9701186035006,9701031865005.0,21-12-2001,DF,BRASILIA,Q SQN 105 BLOCO F 205 APARTAMENTO CEP: 70734060,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.008,00","       1.008,00",-15.7733229,-47.8839951,"SQN 105 Bl. G - Asa Norte Superquadra Norte 105 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701187425002,9701030975001.0,21-12-2001,DF,BRASILIA,Q SQN 106 BLOCO A 608 APARTAMENTO CEP: 70742010,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         902,81","         902,81",-15.769404,-47.88491030000001,"SQN 106 Bl. A - Asa Norte Superquadra Norte 106 - Brasília, DF, 70742-010, Brazil"
IMOVEL FUNCIONAL,9701187575004,9701031265008.0,21-12-2001,DF,BRASILIA,Q SQS 203 BLOCO H 605 APARTAMENTO CEP: 70233080,ASA SUL,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,00","         982,00",-15.8072605,-47.889077,"Asa Sul Superquadra Sul 203 - Brasília, DF, 70233-000, Brazil"
IMOVEL FUNCIONAL,9701188515005,9701004245000.0,21-12-2001,DF,BRASILIA,ST SHIGS 710 BLOCO O 13 CASA CEP: 70360765,ASA SUL,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         212,00","         212,00",-15.8146118,-47.9126316,"SHIGS 710 Bl. O, 13 - Brasília, DF, 70360-510, Brazil"
IMOVEL FUNCIONAL,9701195615001,9701004005009.0,21-12-2001,DF,BRASILIA,ST QI 16 CONJUNTO F 05 CASA CEP: 71015062,GUARA I,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         200,00","         200,00",-15.8210621,-47.9852569,"Guará, Brasilia - Federal District, 71015-062, Brazil"
IMOVEL FUNCIONAL,9701195655003,9701003985000.0,21-12-2001,DF,BRASILIA,Q QI 16 CONJUNTO R 05 CASA CEP: 71015182,GUARA I,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         200,00","         200,00",-15.8226978,-47.9874318,"Guará, Brasilia - Federal District, 71015-182, Brazil"
IMOVEL FUNCIONAL,9701195665009,9701003975004.0,21-12-2001,DF,BRASILIA,Q QI 16 CONJUNTO B 05 CASA CEP: 71015022,GUARA I,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         200,00","         200,00",-15.820788,-47.9864322,"5 - Guará I - Guará, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701195695005,9701015985000.0,21-12-2001,DF,BRASILIA,Q SQN 206 BLOCO A 206 BLOCO A APARTAMENTO   205 CEP: 70844010,ASA NORTE,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"         800,00","         800,00",-15.7688922,-47.87997130000001,"SQN 206 Bloco B - Asa Norte Superquadra Norte 206 - Brasília, DF, 70844-010, Brazil"
IMOVEL FUNCIONAL,9701195715006,9701003135006.0,21-12-2001,DF,BRASILIA,ST SHIS QL 12 CONJUNTO 13 2 CASA CEP: 71630335,SETOR DE HABITACOES,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.575,00","       1.575,00",-15.8284026,-47.8593248,"Shis Ql 12 Conjunto 13, 2 - Brasília, DF, 71630-335, Brazil"
IMOVEL FUNCIONAL,9701195725001,9701003125000.0,21-12-2001,DF,BRASILIA,ST SHIS QL 12 CONJUNTO 14 9 CASA CEP: 71630345,SETOR DE HABITACOES,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.600,00","       1.600,00",-15.8307636,-47.85783379999999,"Shis Ql 12 Conjunto 14, 9 - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701195735007,9701003115005.0,21-12-2001,DF,BRASILIA,ST SHIS QL 12 CONJUNTO 15 5 CASA CEP: 71630355,SETOR DE HABITACOES,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.067,00","       2.067,00",-15.8286574,-47.8578914,"Shis Ql 12 Conjunto 15 - Lago Sul, Brasília - DF, 71630-355, Brazil"
IMOVEL FUNCIONAL,9701195745002,9701003105000.0,21-12-2001,DF,BRASILIA,ST SHIS QL 12 CONJUNTO 16 3 CASA CEP: 71630365,SETOR DE HABITACOES,NACIONAL INTERIOR,RESIDÊNCIA,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.720,00","       1.720,00",-15.8303786,-47.8567033,"Shis Ql 12 Conjunto 16, 3 - Brasília, DF, 71630-365, Brazil"
